"INDICATOR","HFAMDB_389"

"HFAMDB_389","Infectious and parasitic diseases, number of deaths, by sex"

"UNIT_TYPE","Unit"
"NUM_DTH","number of deaths"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFAMDB","European mortality database (MDB)"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFAMDB","European mortality database (MDB)"

"DATA_MASK","Mask for controlling the output format of values"

"AGE_GRP_LIST","Age group"
"TOTAL","Total"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"ITA","","TOTAL","MALE","2011","5355"
"ITA","","TOTAL","MALE","2012","6158"
"ITA","","TOTAL","MALE","2013","6208"
"ITA","","TOTAL","MALE","2014","6378"
"ITA","","TOTAL","MALE","2015","7408"
"ITA","","TOTAL","MALE","2016","5918"
"KAZ","","TOTAL","MALE","1981","3447"
"KAZ","","TOTAL","MALE","1982","3561"
"KAZ","","TOTAL","MALE","1985","3359"
"KAZ","","TOTAL","MALE","1986","2914"
"KAZ","","TOTAL","MALE","1987","2874"
"KAZ","","TOTAL","MALE","1988","2928"
"KAZ","","TOTAL","MALE","1989","2413"
"KAZ","","TOTAL","MALE","1990","2454"
"KAZ","","TOTAL","MALE","1991","2488"
"KAZ","","TOTAL","MALE","1992","2719"
"KAZ","","TOTAL","MALE","1993","3063"
"KAZ","","TOTAL","MALE","1994","3674"
"KAZ","","TOTAL","MALE","1995","5089"
"KAZ","","TOTAL","MALE","1996","6031"
"KAZ","","TOTAL","MALE","1997","6150"
"KAZ","","TOTAL","MALE","1998","5859"
"KAZ","","TOTAL","MALE","1999","4243"
"KAZ","","TOTAL","MALE","2000","3782"
"KAZ","","TOTAL","MALE","2001","3414"
"KAZ","","TOTAL","MALE","2002","3385"
"KAZ","","TOTAL","MALE","2003","3182"
"KAZ","","TOTAL","MALE","2004","2979"
"KAZ","","TOTAL","MALE","2005","3209"
"KAZ","","TOTAL","MALE","2006","2891"
"KAZ","","TOTAL","MALE","2007","2609"
"KAZ","","TOTAL","MALE","2008","2498"
"KAZ","","TOTAL","MALE","2009","2073"
"KAZ","","TOTAL","MALE","2010","1845"
"KAZ","","TOTAL","MALE","2011","1580"
"KAZ","","TOTAL","MALE","2012","1418"
"KAZ","","TOTAL","MALE","2013","1205"
"KAZ","","TOTAL","MALE","2014","1056"
"KAZ","","TOTAL","MALE","2015","988"
"KAZ","","TOTAL","MALE","2017","920"
"KGZ","","TOTAL","MALE","1981","1191"
"KGZ","","TOTAL","MALE","1982","1202"
"KGZ","","TOTAL","MALE","1985","1171"
"KGZ","","TOTAL","MALE","1986","1195"
"KGZ","","TOTAL","MALE","1987","1329"
"KGZ","","TOTAL","MALE","1988","1137"
"KGZ","","TOTAL","MALE","1989","758"
"KGZ","","TOTAL","MALE","1990","695"
"KGZ","","TOTAL","MALE","1991","749"
"KGZ","","TOTAL","MALE","1992","835"
"KGZ","","TOTAL","MALE","1993","849"
"KGZ","","TOTAL","MALE","1994","973"
"KGZ","","TOTAL","MALE","1995","968"
"KGZ","","TOTAL","MALE","1996","909"
"KGZ","","TOTAL","MALE","1997","1189"
"KGZ","","TOTAL","MALE","1998","1219"
"KGZ","","TOTAL","MALE","1999","1139"
"KGZ","","TOTAL","MALE","2000","1231"
"KGZ","","TOTAL","MALE","2001","1249"
"KGZ","","TOTAL","MALE","2002","1035"
"KGZ","","TOTAL","MALE","2003","960"
"KGZ","","TOTAL","MALE","2004","827"
"KGZ","","TOTAL","MALE","2005","827"
"KGZ","","TOTAL","MALE","2006","873"
"KGZ","","TOTAL","MALE","2007","854"
"KGZ","","TOTAL","MALE","2008","704"
"KGZ","","TOTAL","MALE","2009","651"
"KGZ","","TOTAL","MALE","2010","599"
"KGZ","","TOTAL","MALE","2011","695"
"KGZ","","TOTAL","MALE","2012","685"
"KGZ","","TOTAL","MALE","2013","685"
"KGZ","","TOTAL","MALE","2014","618"
"KGZ","","TOTAL","MALE","2015","591"
"KGZ","","TOTAL","MALE","2016","520"
"LTU","","TOTAL","MALE","1981","337"
"LTU","","TOTAL","MALE","1982","286"
"LTU","","TOTAL","MALE","1985","293"
"LTU","","TOTAL","MALE","1986","203"
"LTU","","TOTAL","MALE","1987","229"
"LTU","","TOTAL","MALE","1988","240"
"LTU","","TOTAL","MALE","1989","224"
"LTU","","TOTAL","MALE","1990","261"
"LTU","","TOTAL","MALE","1991","277"
"LTU","","TOTAL","MALE","1992","281"
"LTU","","TOTAL","MALE","1993","378"
"LTU","","TOTAL","MALE","1994","414"
"LTU","","TOTAL","MALE","1995","469"
"LTU","","TOTAL","MALE","1996","433"
"LTU","","TOTAL","MALE","1997","405"
"LTU","","TOTAL","MALE","1998","402"
"LTU","","TOTAL","MALE","1999","359"
"LTU","","TOTAL","MALE","2000","365"
"LTU","","TOTAL","MALE","2001","349"
"LTU","","TOTAL","MALE","2002","339"
"LTU","","TOTAL","MALE","2003","351"
"LTU","","TOTAL","MALE","2004","343"
"LTU","","TOTAL","MALE","2005","391"
"LTU","","TOTAL","MALE","2006","365"
"LTU","","TOTAL","MALE","2007","369"
"LTU","","TOTAL","MALE","2008","370"
"LTU","","TOTAL","MALE","2009","310"
"LTU","","TOTAL","MALE","2010","316"
"LTU","","TOTAL","MALE","2011","353"
"LTU","","TOTAL","MALE","2012","387"
"LTU","","TOTAL","MALE","2013","403"
"LTU","","TOTAL","MALE","2014","406"
"LTU","","TOTAL","MALE","2015","428"
"LTU","","TOTAL","MALE","2016","448"
"LTU","","TOTAL","MALE","2017","336"
"LTU","","TOTAL","MALE","2018","320"
"LUX","","TOTAL","MALE","1971","18"
"LUX","","TOTAL","MALE","1972","15"
"LUX","","TOTAL","MALE","1973","13"
"LUX","","TOTAL","MALE","1974","17"
"LUX","","TOTAL","MALE","1975","9"
"LUX","","TOTAL","MALE","1976","16"
"LUX","","TOTAL","MALE","1977","11"
"LUX","","TOTAL","MALE","1978","11"
"LUX","","TOTAL","MALE","1979","13"
"LUX","","TOTAL","MALE","1980","15"
"LUX","","TOTAL","MALE","1981","13"
"LUX","","TOTAL","MALE","1982","11"
"LUX","","TOTAL","MALE","1983","11"
"LUX","","TOTAL","MALE","1984","11"
"LUX","","TOTAL","MALE","1985","8"
"LUX","","TOTAL","MALE","1986","9"
"LUX","","TOTAL","MALE","1987","11"
"LUX","","TOTAL","MALE","1988","6"
"LUX","","TOTAL","MALE","1989","11"
"LUX","","TOTAL","MALE","1990","10"
"LUX","","TOTAL","MALE","1991","6"
"LUX","","TOTAL","MALE","1992","14"
"LUX","","TOTAL","MALE","1993","12"
"LUX","","TOTAL","MALE","1994","14"
"LUX","","TOTAL","MALE","1995","8"
"LUX","","TOTAL","MALE","1996","5"
"LUX","","TOTAL","MALE","1997","11"
"LUX","","TOTAL","MALE","1998","24"
"LUX","","TOTAL","MALE","1999","25"
"LUX","","TOTAL","MALE","2000","15"
"LUX","","TOTAL","MALE","2001","15"
"LUX","","TOTAL","MALE","2002","28"
"LUX","","TOTAL","MALE","2003","34"
"LUX","","TOTAL","MALE","2004","37"
"LUX","","TOTAL","MALE","2005","50"
"LUX","","TOTAL","MALE","2006","40"
"LUX","","TOTAL","MALE","2007","51"
"LUX","","TOTAL","MALE","2008","46"
"LUX","","TOTAL","MALE","2009","47"
"LUX","","TOTAL","MALE","2010","41"
"LUX","","TOTAL","MALE","2011","44"
"LUX","","TOTAL","MALE","2012","41"
"LUX","","TOTAL","MALE","2013","43"
"LUX","","TOTAL","MALE","2014","25"
"LUX","","TOTAL","MALE","2015","35"
"LUX","","TOTAL","MALE","2016","24"
"LVA","","TOTAL","MALE","1980","252"
"LVA","","TOTAL","MALE","1981","236"
"LVA","","TOTAL","MALE","1982","194"
"LVA","","TOTAL","MALE","1983","200"
"LVA","","TOTAL","MALE","1984","209"
"LVA","","TOTAL","MALE","1985","183"
"LVA","","TOTAL","MALE","1986","175"
"LVA","","TOTAL","MALE","1987","169"
"LVA","","TOTAL","MALE","1988","199"
"LVA","","TOTAL","MALE","1989","231"
"LVA","","TOTAL","MALE","1990","203"
"LVA","","TOTAL","MALE","1991","211"
"LVA","","TOTAL","MALE","1992","248"
"LVA","","TOTAL","MALE","1993","294"
"LVA","","TOTAL","MALE","1994","397"
"LVA","","TOTAL","MALE","1995","370"
"LVA","","TOTAL","MALE","1996","287"
"LVA","","TOTAL","MALE","1997","329"
"LVA","","TOTAL","MALE","1998","357"
"LVA","","TOTAL","MALE","1999","293"
"LVA","","TOTAL","MALE","2000","281"
"LVA","","TOTAL","MALE","2001","281"
"LVA","","TOTAL","MALE","2002","210"
"LVA","","TOTAL","MALE","2003","208"
"LVA","","TOTAL","MALE","2004","196"
"LVA","","TOTAL","MALE","2005","201"
"LVA","","TOTAL","MALE","2006","203"
"LVA","","TOTAL","MALE","2007","194"
"LVA","","TOTAL","MALE","2008","174"
"LVA","","TOTAL","MALE","2009","195"
"LVA","","TOTAL","MALE","2010","156"
"LVA","","TOTAL","MALE","2011","168"
"LVA","","TOTAL","MALE","2012","160"
"LVA","","TOTAL","MALE","2013","210"
"LVA","","TOTAL","MALE","2014","184"
"LVA","","TOTAL","MALE","2015","203"
"MCO","","TOTAL","MALE","1986","1"
"MCO","","TOTAL","MALE","1987","2"
"MDA","","TOTAL","MALE","1981","601"
"MDA","","TOTAL","MALE","1982","588"
"MDA","","TOTAL","MALE","1985","531"
"MDA","","TOTAL","MALE","1986","461"
"MDA","","TOTAL","MALE","1987","363"
"MDA","","TOTAL","MALE","1988","335"
"MDA","","TOTAL","MALE","1989","344"
"MDA","","TOTAL","MALE","1990","333"
"MDA","","TOTAL","MALE","1991","329"
"MDA","","TOTAL","MALE","1992","315"
"MDA","","TOTAL","MALE","1993","348"
"MDA","","TOTAL","MALE","1994","514"
"MDA","","TOTAL","MALE","1995","476"
"MDA","","TOTAL","MALE","1996","575"
"MDA","","TOTAL","MALE","1997","438"
"MDA","","TOTAL","MALE","1998","459"
"MDA","","TOTAL","MALE","1999","510"
"MDA","","TOTAL","MALE","2000","596"
"MDA","","TOTAL","MALE","2001","493"
"MDA","","TOTAL","MALE","2002","545"
"MDA","","TOTAL","MALE","2003","540"
"MDA","","TOTAL","MALE","2004","583"
"MDA","","TOTAL","MALE","2005","643"
"MDA","","TOTAL","MALE","2006","601"
"MDA","","TOTAL","MALE","2007","589"
"MDA","","TOTAL","MALE","2008","561"
"MDA","","TOTAL","MALE","2009","542"
"MDA","","TOTAL","MALE","2010","550"
"MDA","","TOTAL","MALE","2011","498"
"MDA","","TOTAL","MALE","2012","441"
"MDA","","TOTAL","MALE","2013","343"
"MDA","","TOTAL","MALE","2014","361"
"MDA","","TOTAL","MALE","2015","319"
"MDA","","TOTAL","MALE","2016","301"
"MDA","","TOTAL","MALE","2017","278"
"MDA","","TOTAL","MALE","2018","273"
"MKD","","TOTAL","MALE","1991","150"
"MKD","","TOTAL","MALE","1992","179"
"MKD","","TOTAL","MALE","1993","162"
"MKD","","TOTAL","MALE","1994","148"
"MKD","","TOTAL","MALE","1995","149"
"MKD","","TOTAL","MALE","1996","114"
"MKD","","TOTAL","MALE","1997","100"
"MKD","","TOTAL","MALE","1998","109"
"MKD","","TOTAL","MALE","1999","109"
"MKD","","TOTAL","MALE","2000","99"
"MKD","","TOTAL","MALE","2001","101"
"MKD","","TOTAL","MALE","2002","83"
"MKD","","TOTAL","MALE","2003","95"
"MKD","","TOTAL","MALE","2004","84"
"MKD","","TOTAL","MALE","2005","65"
"MKD","","TOTAL","MALE","2006","67"
"MKD","","TOTAL","MALE","2007","58"
"MKD","","TOTAL","MALE","2008","46"
"MKD","","TOTAL","MALE","2009","36"
"MKD","","TOTAL","MALE","2010","43"
"MKD","","TOTAL","MALE","2011","34"
"MKD","","TOTAL","MALE","2012","49"
"MKD","","TOTAL","MALE","2013","32"
"MLT","","TOTAL","MALE","1968","14"
"MLT","","TOTAL","MALE","1969","20"
"MLT","","TOTAL","MALE","1970","16"
"MLT","","TOTAL","MALE","1971","13"
"MLT","","TOTAL","MALE","1972","5"
"MLT","","TOTAL","MALE","1973","11"
"MLT","","TOTAL","MALE","1974","15"
"MLT","","TOTAL","MALE","1975","10"
"MLT","","TOTAL","MALE","1976","9"
"MLT","","TOTAL","MALE","1977","12"
"MLT","","TOTAL","MALE","1978","12"
"MLT","","TOTAL","MALE","1979","12"
"MLT","","TOTAL","MALE","1980","3"
"MLT","","TOTAL","MALE","1981","6"
"MLT","","TOTAL","MALE","1982","6"
"MLT","","TOTAL","MALE","1983","10"
"MLT","","TOTAL","MALE","1984","1"
"MLT","","TOTAL","MALE","1985","3"
"MLT","","TOTAL","MALE","1986","7"
"MLT","","TOTAL","MALE","1987","7"
"MLT","","TOTAL","MALE","1988","11"
"MLT","","TOTAL","MALE","1989","10"
"MLT","","TOTAL","MALE","1990","14"
"MLT","","TOTAL","MALE","1991","8"
"MLT","","TOTAL","MALE","1992","8"
"MLT","","TOTAL","MALE","1993","15"
"MLT","","TOTAL","MALE","1994","6"
"MLT","","TOTAL","MALE","1995","12"
"MLT","","TOTAL","MALE","1996","12"
"MLT","","TOTAL","MALE","1997","7"
"MLT","","TOTAL","MALE","1998","11"
"MLT","","TOTAL","MALE","1999","14"
"MLT","","TOTAL","MALE","2000","11"
"MLT","","TOTAL","MALE","2001","7"
"MLT","","TOTAL","MALE","2002","11"
"MLT","","TOTAL","MALE","2003","7"
"MLT","","TOTAL","MALE","2004","8"
"MLT","","TOTAL","MALE","2005","6"
"MLT","","TOTAL","MALE","2006","12"
"MLT","","TOTAL","MALE","2007","15"
"MLT","","TOTAL","MALE","2008","7"
"MLT","","TOTAL","MALE","2009","6"
"MLT","","TOTAL","MALE","2010","1"
"MLT","","TOTAL","MALE","2011","10"
"MLT","","TOTAL","MALE","2012","13"
"MLT","","TOTAL","MALE","2013","13"
"MLT","","TOTAL","MALE","2014","13"
"MLT","","TOTAL","MALE","2015","9"
"MLT","","TOTAL","MALE","2016","18"
"MNE","","TOTAL","MALE","2000","8"
"MNE","","TOTAL","MALE","2001","5"
"MNE","","TOTAL","MALE","2002","8"
"MNE","","TOTAL","MALE","2003","14"
"MNE","","TOTAL","MALE","2004","7"
"MNE","","TOTAL","MALE","2005","11"
"MNE","","TOTAL","MALE","2006","9"
"MNE","","TOTAL","MALE","2007","9"
"MNE","","TOTAL","MALE","2008","6"
"MNE","","TOTAL","MALE","2009","3"
"NLD","","TOTAL","MALE","1969","457"
"NLD","","TOTAL","MALE","1970","432"
"NLD","","TOTAL","MALE","1971","454"
"NLD","","TOTAL","MALE","1972","430"
"NLD","","TOTAL","MALE","1973","388"
"NLD","","TOTAL","MALE","1974","401"
"NLD","","TOTAL","MALE","1975","382"
"NLD","","TOTAL","MALE","1976","313"
"NLD","","TOTAL","MALE","1977","313"
"NLD","","TOTAL","MALE","1978","320"
"NLD","","TOTAL","MALE","1979","313"
"NLD","","TOTAL","MALE","1980","339"
"NLD","","TOTAL","MALE","1981","288"
"NLD","","TOTAL","MALE","1982","337"
"NLD","","TOTAL","MALE","1983","299"
"NLD","","TOTAL","MALE","1984","326"
"NLD","","TOTAL","MALE","1985","281"
"NLD","","TOTAL","MALE","1986","347"
"NLD","","TOTAL","MALE","1987","304"
"NLD","","TOTAL","MALE","1988","307"
"NLD","","TOTAL","MALE","1989","359"
"NLD","","TOTAL","MALE","1990","388"
"NLD","","TOTAL","MALE","1991","415"
"NLD","","TOTAL","MALE","1992","466"
"NLD","","TOTAL","MALE","1993","541"
"NLD","","TOTAL","MALE","1994","457"
"NLD","","TOTAL","MALE","1995","514"
"NLD","","TOTAL","MALE","1996","890"
"NLD","","TOTAL","MALE","1997","736"
"NLD","","TOTAL","MALE","1998","757"
"NLD","","TOTAL","MALE","1999","814"
"NLD","","TOTAL","MALE","2000","788"
"NLD","","TOTAL","MALE","2001","773"
"NLD","","TOTAL","MALE","2002","829"
"NLD","","TOTAL","MALE","2003","873"
"NLD","","TOTAL","MALE","2004","873"
"NLD","","TOTAL","MALE","2005","849"
"NLD","","TOTAL","MALE","2006","892"
"NLD","","TOTAL","MALE","2007","870"
"NLD","","TOTAL","MALE","2008","927"
"NLD","","TOTAL","MALE","2009","968"
"NLD","","TOTAL","MALE","2010","1010"
"NLD","","TOTAL","MALE","2011","950"
"NLD","","TOTAL","MALE","2012","1092"
"NLD","","TOTAL","MALE","2013","1528"
"NLD","","TOTAL","MALE","2014","1471"
"NLD","","TOTAL","MALE","2015","1675"
"NLD","","TOTAL","MALE","2016","1444"
"NLD","","TOTAL","MALE","2017","1430"
"NOR","","TOTAL","MALE","1969","222"
"NOR","","TOTAL","MALE","1970","169"
"NOR","","TOTAL","MALE","1971","147"
"NOR","","TOTAL","MALE","1972","189"
"NOR","","TOTAL","MALE","1973","162"
"NOR","","TOTAL","MALE","1974","151"
"NOR","","TOTAL","MALE","1975","180"
"NOR","","TOTAL","MALE","1976","146"
"NOR","","TOTAL","MALE","1977","158"
"NOR","","TOTAL","MALE","1978","147"
"NOR","","TOTAL","MALE","1979","163"
"NOR","","TOTAL","MALE","1980","162"
"NOR","","TOTAL","MALE","1981","147"
"NOR","","TOTAL","MALE","1982","155"
"NOR","","TOTAL","MALE","1983","152"
"NOR","","TOTAL","MALE","1984","134"
"NOR","","TOTAL","MALE","1985","159"
"NOR","","TOTAL","MALE","1986","138"
"NOR","","TOTAL","MALE","1987","160"
"NOR","","TOTAL","MALE","1988","133"
"NOR","","TOTAL","MALE","1989","139"
"NOR","","TOTAL","MALE","1990","157"
"NOR","","TOTAL","MALE","1991","115"
"NOR","","TOTAL","MALE","1992","128"
"NOR","","TOTAL","MALE","1993","143"
"NOR","","TOTAL","MALE","1994","178"
"NOR","","TOTAL","MALE","1995","178"
"NOR","","TOTAL","MALE","1996","221"
"NOR","","TOTAL","MALE","1997","195"
"NOR","","TOTAL","MALE","1998","216"
"NOR","","TOTAL","MALE","1999","230"
"NOR","","TOTAL","MALE","2000","241"
"NOR","","TOTAL","MALE","2001","238"
"NOR","","TOTAL","MALE","2002","259"
"NOR","","TOTAL","MALE","2003","279"
"NOR","","TOTAL","MALE","2004","263"
"NOR","","TOTAL","MALE","2005","380"
"NOR","","TOTAL","MALE","2006","338"
"NOR","","TOTAL","MALE","2007","350"
"NOR","","TOTAL","MALE","2008","415"
"NOR","","TOTAL","MALE","2009","436"
"NOR","","TOTAL","MALE","2010","400"
"NOR","","TOTAL","MALE","2011","439"
"NOR","","TOTAL","MALE","2012","455"
"NOR","","TOTAL","MALE","2013","430"
"NOR","","TOTAL","MALE","2014","411"
"NOR","","TOTAL","MALE","2015","424"
"NOR","","TOTAL","MALE","2016","378"
"POL","","TOTAL","MALE","1969","8629"
"POL","","TOTAL","MALE","1970","7428"
"POL","","TOTAL","MALE","1971","7136"
"POL","","TOTAL","MALE","1972","5810"
"POL","","TOTAL","MALE","1973","5281"
"POL","","TOTAL","MALE","1974","4415"
"POL","","TOTAL","MALE","1975","4314"
"POL","","TOTAL","MALE","1976","4431"
"POL","","TOTAL","MALE","1977","4429"
"POL","","TOTAL","MALE","1978","4231"
"POL","","TOTAL","MALE","1979","3899"
"POL","","TOTAL","MALE","1980","3875"
"POL","","TOTAL","MALE","1981","3378"
"POL","","TOTAL","MALE","1982","3141"
"POL","","TOTAL","MALE","1983","3036"
"POL","","TOTAL","MALE","1984","2855"
"POL","","TOTAL","MALE","1985","2822"
"POL","","TOTAL","MALE","1986","2424"
"POL","","TOTAL","MALE","1987","2283"
"POL","","TOTAL","MALE","1988","2122"
"POL","","TOTAL","MALE","1989","2099"
"POL","","TOTAL","MALE","1990","2022"
"POL","","TOTAL","MALE","1991","2052"
"POL","","TOTAL","MALE","1992","1981"
"POL","","TOTAL","MALE","1993","1888"
"POL","","TOTAL","MALE","1994","1737"
"POL","","TOTAL","MALE","1995","1688"
"POL","","TOTAL","MALE","1996","1558"
"POL","","TOTAL","MALE","1999","1500"
"POL","","TOTAL","MALE","2000","1564"
"POL","","TOTAL","MALE","2001","1476"
"POL","","TOTAL","MALE","2002","1515"
"POL","","TOTAL","MALE","2003","1576"
"POL","","TOTAL","MALE","2004","1449"
"POL","","TOTAL","MALE","2005","1489"
"POL","","TOTAL","MALE","2006","1459"
"POL","","TOTAL","MALE","2007","1419"
"POL","","TOTAL","MALE","2008","1651"
"POL","","TOTAL","MALE","2009","1654"
"POL","","TOTAL","MALE","2010","1677"
"POL","","TOTAL","MALE","2011","1774"
"POL","","TOTAL","MALE","2012","1423"
"POL","","TOTAL","MALE","2013","1150"
"POL","","TOTAL","MALE","2014","1102"
"POL","","TOTAL","MALE","2015","1098"
"POL","","TOTAL","MALE","2016","1093"
"POL","","TOTAL","MALE","2017","1049"
"PRT","","TOTAL","MALE","1971","3154"
"PRT","","TOTAL","MALE","1972","2033"
"PRT","","TOTAL","MALE","1973","2407"
"PRT","","TOTAL","MALE","1974","1607"
"PRT","","TOTAL","MALE","1975","1378"
"PRT","","TOTAL","MALE","1976","1357"
"PRT","","TOTAL","MALE","1977","1366"
"PRT","","TOTAL","MALE","1978","1195"
"PRT","","TOTAL","MALE","1979","976"
"PRT","","TOTAL","MALE","1980","902"
"PRT","","TOTAL","MALE","1981","816"
"PRT","","TOTAL","MALE","1982","747"
"PRT","","TOTAL","MALE","1983","697"
"PRT","","TOTAL","MALE","1984","664"
"PRT","","TOTAL","MALE","1985","634"
"PRT","","TOTAL","MALE","1986","590"
"PRT","","TOTAL","MALE","1987","503"
"PRT","","TOTAL","MALE","1988","563"
"PRT","","TOTAL","MALE","1989","562"
"PRT","","TOTAL","MALE","1990","508"
"PRT","","TOTAL","MALE","1991","536"
"PRT","","TOTAL","MALE","1992","480"
"PRT","","TOTAL","MALE","1993","672"
"PRT","","TOTAL","MALE","1994","548"
"PRT","","TOTAL","MALE","1995","655"
"PRT","","TOTAL","MALE","1996","744"
"PRT","","TOTAL","MALE","1997","819"
"PRT","","TOTAL","MALE","1998","1553"
"PRT","","TOTAL","MALE","1999","1582"
"PRT","","TOTAL","MALE","2000","1581"
"PRT","","TOTAL","MALE","2001","640"
"PRT","","TOTAL","MALE","2002","1463"
"PRT","","TOTAL","MALE","2003","1553"
"PRT","","TOTAL","MALE","2004","1357"
"PRT","","TOTAL","MALE","2007","1470"
"PRT","","TOTAL","MALE","2008","1529"
"PRT","","TOTAL","MALE","2009","1477"
"PRT","","TOTAL","MALE","2010","1514"
"PRT","","TOTAL","MALE","2011","1269"
"PRT","","TOTAL","MALE","2012","1300"
"PRT","","TOTAL","MALE","2013","1307"
"PRT","","TOTAL","MALE","2014","1206"
"PRT","","TOTAL","MALE","2015","1104"
"PRT","","TOTAL","MALE","2016","1045"
"PRT","","TOTAL","MALE","2017","1026"
"ROU","","TOTAL","MALE","1969","5457"
"ROU","","TOTAL","MALE","1970","4919"
"ROU","","TOTAL","MALE","1971","4189"
"ROU","","TOTAL","MALE","1972","3615"
"ROU","","TOTAL","MALE","1973","2774"
"ROU","","TOTAL","MALE","1974","2407"
"ROU","","TOTAL","MALE","1975","2149"
"ROU","","TOTAL","MALE","1976","1800"
"ROU","","TOTAL","MALE","1977","1802"
"ROU","","TOTAL","MALE","1978","1574"
"ROU","","TOTAL","MALE","1980","1482"
"ROU","","TOTAL","MALE","1981","1510"
"ROU","","TOTAL","MALE","1982","1615"
"ROU","","TOTAL","MALE","1983","1387"
"ROU","","TOTAL","MALE","1984","1335"
"ROU","","TOTAL","MALE","1985","1494"
"ROU","","TOTAL","MALE","1986","1634"
"ROU","","TOTAL","MALE","1987","1903"
"ROU","","TOTAL","MALE","1988","1769"
"ROU","","TOTAL","MALE","1989","1886"
"ROU","","TOTAL","MALE","1990","2039"
"ROU","","TOTAL","MALE","1991","1914"
"ROU","","TOTAL","MALE","1992","2184"
"ROU","","TOTAL","MALE","1993","2466"
"ROU","","TOTAL","MALE","1994","2485"
"ROU","","TOTAL","MALE","1995","2599"
"ROU","","TOTAL","MALE","1996","2625"
"ROU","","TOTAL","MALE","1997","2648"
"ROU","","TOTAL","MALE","1998","2361"
"ROU","","TOTAL","MALE","1999","2449"
"ROU","","TOTAL","MALE","2000","2315"
"ROU","","TOTAL","MALE","2001","2604"
"ROU","","TOTAL","MALE","2002","2453"
"ROU","","TOTAL","MALE","2003","2325"
"ROU","","TOTAL","MALE","2004","2174"
"ROU","","TOTAL","MALE","2005","1925"
"ROU","","TOTAL","MALE","2006","1902"
"ROU","","TOTAL","MALE","2007","1746"
"ROU","","TOTAL","MALE","2008","1832"
"ROU","","TOTAL","MALE","2009","1750"
"ROU","","TOTAL","MALE","2010","1780"
"ROU","","TOTAL","MALE","2011","1575"
"ROU","","TOTAL","MALE","2012","1626"
"ROU","","TOTAL","MALE","2013","1553"
"ROU","","TOTAL","MALE","2014","1676"
"ROU","","TOTAL","MALE","2015","1741"
"ROU","","TOTAL","MALE","2016","1916"
"ROU","","TOTAL","MALE","2017","1975"
"RUS","","TOTAL","MALE","1980","20842"
"RUS","","TOTAL","MALE","1981","19246"
"RUS","","TOTAL","MALE","1982","18325"
"RUS","","TOTAL","MALE","1983","17939"
"RUS","","TOTAL","MALE","1984","18573"
"RUS","","TOTAL","MALE","1985","17837"
"RUS","","TOTAL","MALE","1986","14688"
"RUS","","TOTAL","MALE","1987","14311"
"RUS","","TOTAL","MALE","1988","14002"
"RUS","","TOTAL","MALE","1989","13921"
"RUS","","TOTAL","MALE","1990","13513"
"RUS","","TOTAL","MALE","1991","13587"
"RUS","","TOTAL","MALE","1992","15276"
"RUS","","TOTAL","MALE","1993","20269"
"RUS","","TOTAL","MALE","1994","23518"
"RUS","","TOTAL","MALE","1995","24431"
"RUS","","TOTAL","MALE","1996","25818"
"RUS","","TOTAL","MALE","1997","25067"
"RUS","","TOTAL","MALE","1998","22765"
"RUS","","TOTAL","MALE","1999","29658"
"RUS","","TOTAL","MALE","2000","29886"
"RUS","","TOTAL","MALE","2001","28911"
"RUS","","TOTAL","MALE","2002","29972"
"RUS","","TOTAL","MALE","2003","29958"
"RUS","","TOTAL","MALE","2004","29526"
"RUS","","TOTAL","MALE","2005","30792"
"RUS","","TOTAL","MALE","2006","28041"
"RUS","","TOTAL","MALE","2007","26579"
"RUS","","TOTAL","MALE","2008","26749"
"RUS","","TOTAL","MALE","2009","26035"
"RUS","","TOTAL","MALE","2010","25239"
"RUS","","TOTAL","MALE","2011","25089"
"RUS","","TOTAL","MALE","2012","23583"
"RUS","","TOTAL","MALE","2013","23000"
"RUS","","TOTAL","MALE","2014","22861"
"SMR","","TOTAL","MALE","1995","0"
"SMR","","TOTAL","MALE","1996","0"
"SMR","","TOTAL","MALE","1997","0"
"SMR","","TOTAL","MALE","1998","0"
"SMR","","TOTAL","MALE","1999","0"
"SMR","","TOTAL","MALE","2000","0"
"SMR","","TOTAL","MALE","2002","0"
"SMR","","TOTAL","MALE","2005","0"
"SMR","","TOTAL","MALE","2011","2"
"SMR","","TOTAL","MALE","2012","2"
"SMR","","TOTAL","MALE","2013","2"
"SMR","","TOTAL","MALE","2014","0"
"SMR","","TOTAL","MALE","2015","0"
"SRB","","TOTAL","MALE","1998","397"
"SRB","","TOTAL","MALE","1999","356"
"SRB","","TOTAL","MALE","2000","383"
"SRB","","TOTAL","MALE","2001","347"
"SRB","","TOTAL","MALE","2002","368"
"SRB","","TOTAL","MALE","2003","335"
"SRB","","TOTAL","MALE","2004","334"
"SRB","","TOTAL","MALE","2005","355"
"SRB","","TOTAL","MALE","2006","270"
"SRB","","TOTAL","MALE","2007","276"
"SRB","","TOTAL","MALE","2008","231"
"SRB","","TOTAL","MALE","2009","254"
"SRB","","TOTAL","MALE","2010","252"
