"INDICATOR","HFAMDB_389"

"HFAMDB_389","Infectious and parasitic diseases, number of deaths, by sex"

"UNIT_TYPE","Unit"
"NUM_DTH","number of deaths"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFAMDB","European mortality database (MDB)"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFAMDB","European mortality database (MDB)"

"DATA_MASK","Mask for controlling the output format of values"

"AGE_GRP_LIST","Age group"
"TOTAL","Total"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"NOR","","TOTAL","FEMALE","2000","297"
"NOR","","TOTAL","FEMALE","2001","283"
"NOR","","TOTAL","FEMALE","2002","326"
"NOR","","TOTAL","FEMALE","2003","330"
"NOR","","TOTAL","FEMALE","2004","327"
"NOR","","TOTAL","FEMALE","2005","413"
"NOR","","TOTAL","FEMALE","2006","403"
"NOR","","TOTAL","FEMALE","2007","485"
"NOR","","TOTAL","FEMALE","2008","499"
"NOR","","TOTAL","FEMALE","2009","513"
"NOR","","TOTAL","FEMALE","2010","541"
"NOR","","TOTAL","FEMALE","2011","515"
"NOR","","TOTAL","FEMALE","2012","566"
"NOR","","TOTAL","FEMALE","2013","548"
"NOR","","TOTAL","FEMALE","2014","503"
"NOR","","TOTAL","FEMALE","2015","520"
"NOR","","TOTAL","FEMALE","2016","477"
"POL","","TOTAL","FEMALE","1969","3885"
"POL","","TOTAL","FEMALE","1970","3050"
"POL","","TOTAL","FEMALE","1971","2947"
"POL","","TOTAL","FEMALE","1972","2486"
"POL","","TOTAL","FEMALE","1973","2266"
"POL","","TOTAL","FEMALE","1974","2027"
"POL","","TOTAL","FEMALE","1975","2130"
"POL","","TOTAL","FEMALE","1976","1986"
"POL","","TOTAL","FEMALE","1977","2010"
"POL","","TOTAL","FEMALE","1978","1882"
"POL","","TOTAL","FEMALE","1979","1805"
"POL","","TOTAL","FEMALE","1980","1772"
"POL","","TOTAL","FEMALE","1981","1613"
"POL","","TOTAL","FEMALE","1982","1573"
"POL","","TOTAL","FEMALE","1983","1540"
"POL","","TOTAL","FEMALE","1984","1369"
"POL","","TOTAL","FEMALE","1985","1334"
"POL","","TOTAL","FEMALE","1986","1177"
"POL","","TOTAL","FEMALE","1987","1085"
"POL","","TOTAL","FEMALE","1988","1131"
"POL","","TOTAL","FEMALE","1989","1039"
"POL","","TOTAL","FEMALE","1990","1053"
"POL","","TOTAL","FEMALE","1991","920"
"POL","","TOTAL","FEMALE","1992","902"
"POL","","TOTAL","FEMALE","1993","879"
"POL","","TOTAL","FEMALE","1994","881"
"POL","","TOTAL","FEMALE","1995","768"
"POL","","TOTAL","FEMALE","1996","736"
"POL","","TOTAL","FEMALE","1999","783"
"POL","","TOTAL","FEMALE","2000","866"
"POL","","TOTAL","FEMALE","2001","837"
"POL","","TOTAL","FEMALE","2002","872"
"POL","","TOTAL","FEMALE","2003","816"
"POL","","TOTAL","FEMALE","2004","782"
"POL","","TOTAL","FEMALE","2005","827"
"POL","","TOTAL","FEMALE","2006","886"
"POL","","TOTAL","FEMALE","2007","855"
"POL","","TOTAL","FEMALE","2008","1057"
"POL","","TOTAL","FEMALE","2009","1129"
"POL","","TOTAL","FEMALE","2010","1129"
"POL","","TOTAL","FEMALE","2011","1317"
"POL","","TOTAL","FEMALE","2012","1144"
"POL","","TOTAL","FEMALE","2013","813"
"POL","","TOTAL","FEMALE","2014","821"
"POL","","TOTAL","FEMALE","2015","817"
"POL","","TOTAL","FEMALE","2016","837"
"POL","","TOTAL","FEMALE","2017","882"
"PRT","","TOTAL","FEMALE","1971","1911"
"PRT","","TOTAL","FEMALE","1972","1242"
"PRT","","TOTAL","FEMALE","1973","1614"
"PRT","","TOTAL","FEMALE","1974","957"
"PRT","","TOTAL","FEMALE","1975","810"
"PRT","","TOTAL","FEMALE","1976","766"
"PRT","","TOTAL","FEMALE","1977","755"
"PRT","","TOTAL","FEMALE","1978","685"
"PRT","","TOTAL","FEMALE","1979","602"
"PRT","","TOTAL","FEMALE","1980","532"
"PRT","","TOTAL","FEMALE","1981","467"
"PRT","","TOTAL","FEMALE","1982","386"
"PRT","","TOTAL","FEMALE","1983","392"
"PRT","","TOTAL","FEMALE","1984","320"
"PRT","","TOTAL","FEMALE","1985","306"
"PRT","","TOTAL","FEMALE","1986","288"
"PRT","","TOTAL","FEMALE","1987","259"
"PRT","","TOTAL","FEMALE","1988","288"
"PRT","","TOTAL","FEMALE","1989","280"
"PRT","","TOTAL","FEMALE","1990","274"
"PRT","","TOTAL","FEMALE","1991","290"
"PRT","","TOTAL","FEMALE","1992","263"
"PRT","","TOTAL","FEMALE","1993","353"
"PRT","","TOTAL","FEMALE","1994","293"
"PRT","","TOTAL","FEMALE","1995","355"
"PRT","","TOTAL","FEMALE","1996","392"
"PRT","","TOTAL","FEMALE","1997","403"
"PRT","","TOTAL","FEMALE","1998","666"
"PRT","","TOTAL","FEMALE","1999","831"
"PRT","","TOTAL","FEMALE","2000","744"
"PRT","","TOTAL","FEMALE","2001","399"
"PRT","","TOTAL","FEMALE","2002","578"
"PRT","","TOTAL","FEMALE","2003","812"
"PRT","","TOTAL","FEMALE","2004","688"
"PRT","","TOTAL","FEMALE","2007","992"
"PRT","","TOTAL","FEMALE","2008","1123"
"PRT","","TOTAL","FEMALE","2009","1144"
"PRT","","TOTAL","FEMALE","2010","1153"
"PRT","","TOTAL","FEMALE","2011","1007"
"PRT","","TOTAL","FEMALE","2012","1051"
"PRT","","TOTAL","FEMALE","2013","1131"
"PRT","","TOTAL","FEMALE","2014","1014"
"PRT","","TOTAL","FEMALE","2015","889"
"PRT","","TOTAL","FEMALE","2016","957"
"PRT","","TOTAL","FEMALE","2017","998"
"ROU","","TOTAL","FEMALE","1969","3381"
"ROU","","TOTAL","FEMALE","1970","2813"
"ROU","","TOTAL","FEMALE","1971","2283"
"ROU","","TOTAL","FEMALE","1972","1910"
"ROU","","TOTAL","FEMALE","1973","1468"
"ROU","","TOTAL","FEMALE","1974","1376"
"ROU","","TOTAL","FEMALE","1975","1297"
"ROU","","TOTAL","FEMALE","1976","968"
"ROU","","TOTAL","FEMALE","1977","1045"
"ROU","","TOTAL","FEMALE","1978","903"
"ROU","","TOTAL","FEMALE","1980","919"
"ROU","","TOTAL","FEMALE","1981","816"
"ROU","","TOTAL","FEMALE","1982","950"
"ROU","","TOTAL","FEMALE","1983","641"
"ROU","","TOTAL","FEMALE","1984","572"
"ROU","","TOTAL","FEMALE","1985","679"
"ROU","","TOTAL","FEMALE","1986","735"
"ROU","","TOTAL","FEMALE","1987","875"
"ROU","","TOTAL","FEMALE","1988","772"
"ROU","","TOTAL","FEMALE","1989","813"
"ROU","","TOTAL","FEMALE","1990","722"
"ROU","","TOTAL","FEMALE","1991","649"
"ROU","","TOTAL","FEMALE","1992","638"
"ROU","","TOTAL","FEMALE","1993","663"
"ROU","","TOTAL","FEMALE","1994","650"
"ROU","","TOTAL","FEMALE","1995","600"
"ROU","","TOTAL","FEMALE","1996","723"
"ROU","","TOTAL","FEMALE","1997","735"
"ROU","","TOTAL","FEMALE","1998","706"
"ROU","","TOTAL","FEMALE","1999","787"
"ROU","","TOTAL","FEMALE","2000","856"
"ROU","","TOTAL","FEMALE","2001","847"
"ROU","","TOTAL","FEMALE","2002","820"
"ROU","","TOTAL","FEMALE","2003","731"
"ROU","","TOTAL","FEMALE","2004","726"
"ROU","","TOTAL","FEMALE","2005","664"
"ROU","","TOTAL","FEMALE","2006","610"
"ROU","","TOTAL","FEMALE","2007","629"
"ROU","","TOTAL","FEMALE","2008","653"
"ROU","","TOTAL","FEMALE","2009","607"
"ROU","","TOTAL","FEMALE","2010","694"
"ROU","","TOTAL","FEMALE","2011","658"
"ROU","","TOTAL","FEMALE","2012","770"
"ROU","","TOTAL","FEMALE","2013","808"
"ROU","","TOTAL","FEMALE","2014","996"
"ROU","","TOTAL","FEMALE","2015","992"
"ROU","","TOTAL","FEMALE","2016","1215"
"ROU","","TOTAL","FEMALE","2017","1339"
"RUS","","TOTAL","FEMALE","1980","8546"
"RUS","","TOTAL","FEMALE","1981","8351"
"RUS","","TOTAL","FEMALE","1982","7529"
"RUS","","TOTAL","FEMALE","1983","7560"
"RUS","","TOTAL","FEMALE","1984","7529"
"RUS","","TOTAL","FEMALE","1985","6925"
"RUS","","TOTAL","FEMALE","1986","6003"
"RUS","","TOTAL","FEMALE","1987","5757"
"RUS","","TOTAL","FEMALE","1988","5585"
"RUS","","TOTAL","FEMALE","1989","4800"
"RUS","","TOTAL","FEMALE","1990","4429"
"RUS","","TOTAL","FEMALE","1991","4233"
"RUS","","TOTAL","FEMALE","1992","4190"
"RUS","","TOTAL","FEMALE","1993","5215"
"RUS","","TOTAL","FEMALE","1994","5957"
"RUS","","TOTAL","FEMALE","1995","6068"
"RUS","","TOTAL","FEMALE","1996","5418"
"RUS","","TOTAL","FEMALE","1997","5032"
"RUS","","TOTAL","FEMALE","1998","5031"
"RUS","","TOTAL","FEMALE","1999","6027"
"RUS","","TOTAL","FEMALE","2000","6328"
"RUS","","TOTAL","FEMALE","2001","6362"
"RUS","","TOTAL","FEMALE","2002","6959"
"RUS","","TOTAL","FEMALE","2003","7194"
"RUS","","TOTAL","FEMALE","2004","7504"
"RUS","","TOTAL","FEMALE","2005","8204"
"RUS","","TOTAL","FEMALE","2006","7697"
"RUS","","TOTAL","FEMALE","2007","7837"
"RUS","","TOTAL","FEMALE","2008","7791"
"RUS","","TOTAL","FEMALE","2009","8068"
"RUS","","TOTAL","FEMALE","2010","8370"
"RUS","","TOTAL","FEMALE","2011","8583"
"RUS","","TOTAL","FEMALE","2012","8501"
"RUS","","TOTAL","FEMALE","2013","8807"
"RUS","","TOTAL","FEMALE","2014","9242"
"SMR","","TOTAL","FEMALE","1995","0"
"SMR","","TOTAL","FEMALE","1996","0"
"SMR","","TOTAL","FEMALE","1997","0"
"SMR","","TOTAL","FEMALE","1998","0"
"SMR","","TOTAL","FEMALE","1999","0"
"SMR","","TOTAL","FEMALE","2000","0"
"SMR","","TOTAL","FEMALE","2002","0"
"SMR","","TOTAL","FEMALE","2005","0"
"SMR","","TOTAL","FEMALE","2011","0"
"SMR","","TOTAL","FEMALE","2012","2"
"SMR","","TOTAL","FEMALE","2013","0"
"SMR","","TOTAL","FEMALE","2014","0"
"SMR","","TOTAL","FEMALE","2015","0"
"SRB","","TOTAL","FEMALE","1998","179"
"SRB","","TOTAL","FEMALE","1999","210"
"SRB","","TOTAL","FEMALE","2000","195"
"SRB","","TOTAL","FEMALE","2001","165"
"SRB","","TOTAL","FEMALE","2002","172"
"SRB","","TOTAL","FEMALE","2003","224"
"SRB","","TOTAL","FEMALE","2004","183"
"SRB","","TOTAL","FEMALE","2005","191"
"SRB","","TOTAL","FEMALE","2006","181"
"SRB","","TOTAL","FEMALE","2007","160"
"SRB","","TOTAL","FEMALE","2008","163"
"SRB","","TOTAL","FEMALE","2009","158"
"SRB","","TOTAL","FEMALE","2010","189"
"SRB","","TOTAL","FEMALE","2011","187"
"SRB","","TOTAL","FEMALE","2012","203"
"SRB","","TOTAL","FEMALE","2013","253"
"SRB","","TOTAL","FEMALE","2014","250"
"SRB","","TOTAL","FEMALE","2015","276"
"SRB","","TOTAL","FEMALE","2016","258"
"SRB","","TOTAL","FEMALE","2017","260"
"SVK","","TOTAL","FEMALE","1992","89"
"SVK","","TOTAL","FEMALE","1993","88"
"SVK","","TOTAL","FEMALE","1994","76"
"SVK","","TOTAL","FEMALE","1995","80"
"SVK","","TOTAL","FEMALE","1996","81"
"SVK","","TOTAL","FEMALE","1997","82"
"SVK","","TOTAL","FEMALE","1998","56"
"SVK","","TOTAL","FEMALE","1999","56"
"SVK","","TOTAL","FEMALE","2000","72"
"SVK","","TOTAL","FEMALE","2001","87"
"SVK","","TOTAL","FEMALE","2002","84"
"SVK","","TOTAL","FEMALE","2003","111"
"SVK","","TOTAL","FEMALE","2004","96"
"SVK","","TOTAL","FEMALE","2005","114"
"SVK","","TOTAL","FEMALE","2006","140"
"SVK","","TOTAL","FEMALE","2007","151"
"SVK","","TOTAL","FEMALE","2008","160"
"SVK","","TOTAL","FEMALE","2009","185"
"SVK","","TOTAL","FEMALE","2010","187"
"SVK","","TOTAL","FEMALE","2012","86"
"SVK","","TOTAL","FEMALE","2013","167"
"SVK","","TOTAL","FEMALE","2014","200"
"SVN","","TOTAL","FEMALE","1985","78"
"SVN","","TOTAL","FEMALE","1986","50"
"SVN","","TOTAL","FEMALE","1987","73"
"SVN","","TOTAL","FEMALE","1988","70"
"SVN","","TOTAL","FEMALE","1989","85"
"SVN","","TOTAL","FEMALE","1990","45"
"SVN","","TOTAL","FEMALE","1991","61"
"SVN","","TOTAL","FEMALE","1992","65"
"SVN","","TOTAL","FEMALE","1993","43"
"SVN","","TOTAL","FEMALE","1994","37"
"SVN","","TOTAL","FEMALE","1995","40"
"SVN","","TOTAL","FEMALE","1996","50"
"SVN","","TOTAL","FEMALE","1997","45"
"SVN","","TOTAL","FEMALE","1998","56"
"SVN","","TOTAL","FEMALE","1999","37"
"SVN","","TOTAL","FEMALE","2000","46"
"SVN","","TOTAL","FEMALE","2001","57"
"SVN","","TOTAL","FEMALE","2002","42"
"SVN","","TOTAL","FEMALE","2003","54"
"SVN","","TOTAL","FEMALE","2004","42"
"SVN","","TOTAL","FEMALE","2005","121"
"SVN","","TOTAL","FEMALE","2006","90"
"SVN","","TOTAL","FEMALE","2007","92"
"SVN","","TOTAL","FEMALE","2008","75"
"SVN","","TOTAL","FEMALE","2009","55"
"SVN","","TOTAL","FEMALE","2010","42"
"SVN","","TOTAL","FEMALE","2011","42"
"SVN","","TOTAL","FEMALE","2012","68"
"SVN","","TOTAL","FEMALE","2013","61"
"SVN","","TOTAL","FEMALE","2014","79"
"SVN","","TOTAL","FEMALE","2015","96"
"SVN","","TOTAL","FEMALE","2016","84"
"SVN","","TOTAL","FEMALE","2017","72"
"SWE","","TOTAL","FEMALE","1969","337"
"SWE","","TOTAL","FEMALE","1970","307"
"SWE","","TOTAL","FEMALE","1971","290"
"SWE","","TOTAL","FEMALE","1972","241"
"SWE","","TOTAL","FEMALE","1973","240"
"SWE","","TOTAL","FEMALE","1974","271"
"SWE","","TOTAL","FEMALE","1975","286"
"SWE","","TOTAL","FEMALE","1976","272"
"SWE","","TOTAL","FEMALE","1977","265"
"SWE","","TOTAL","FEMALE","1978","248"
"SWE","","TOTAL","FEMALE","1979","267"
"SWE","","TOTAL","FEMALE","1980","253"
"SWE","","TOTAL","FEMALE","1981","309"
"SWE","","TOTAL","FEMALE","1982","269"
"SWE","","TOTAL","FEMALE","1983","282"
"SWE","","TOTAL","FEMALE","1984","254"
"SWE","","TOTAL","FEMALE","1985","333"
"SWE","","TOTAL","FEMALE","1986","361"
"SWE","","TOTAL","FEMALE","1987","269"
"SWE","","TOTAL","FEMALE","1988","378"
"SWE","","TOTAL","FEMALE","1989","326"
"SWE","","TOTAL","FEMALE","1990","310"
"SWE","","TOTAL","FEMALE","1991","313"
"SWE","","TOTAL","FEMALE","1992","385"
"SWE","","TOTAL","FEMALE","1993","398"
"SWE","","TOTAL","FEMALE","1994","362"
"SWE","","TOTAL","FEMALE","1995","405"
"SWE","","TOTAL","FEMALE","1996","430"
"SWE","","TOTAL","FEMALE","1997","448"
"SWE","","TOTAL","FEMALE","1998","483"
"SWE","","TOTAL","FEMALE","1999","576"
"SWE","","TOTAL","FEMALE","2000","514"
"SWE","","TOTAL","FEMALE","2001","606"
"SWE","","TOTAL","FEMALE","2002","713"
"SWE","","TOTAL","FEMALE","2003","678"
"SWE","","TOTAL","FEMALE","2004","605"
"SWE","","TOTAL","FEMALE","2005","718"
"SWE","","TOTAL","FEMALE","2006","746"
"SWE","","TOTAL","FEMALE","2007","848"
"SWE","","TOTAL","FEMALE","2008","887"
"SWE","","TOTAL","FEMALE","2009","1032"
"SWE","","TOTAL","FEMALE","2010","1029"
"SWE","","TOTAL","FEMALE","2011","1088"
"SWE","","TOTAL","FEMALE","2012","1104"
"SWE","","TOTAL","FEMALE","2013","1217"
"SWE","","TOTAL","FEMALE","2014","1068"
"SWE","","TOTAL","FEMALE","2015","1156"
"SWE","","TOTAL","FEMALE","2016","1064"
"SWE","","TOTAL","FEMALE","2017","1097"
"TJK","","TOTAL","FEMALE","1981","2871"
"TJK","","TOTAL","FEMALE","1982","2714"
"TJK","","TOTAL","FEMALE","1985","2161"
"TJK","","TOTAL","FEMALE","1986","1610"
"TJK","","TOTAL","FEMALE","1987","1771"
"TJK","","TOTAL","FEMALE","1988","2027"
"TJK","","TOTAL","FEMALE","1989","1944"
"TJK","","TOTAL","FEMALE","1990","1888"
"TJK","","TOTAL","FEMALE","1991","2131"
"TJK","","TOTAL","FEMALE","1992","2645"
"TJK","","TOTAL","FEMALE","1993","3337"
"TJK","","TOTAL","FEMALE","1994","2441"
"TJK","","TOTAL","FEMALE","1995","1678"
"TJK","","TOTAL","FEMALE","1996","1508"
"TJK","","TOTAL","FEMALE","1997","1473"
"TJK","","TOTAL","FEMALE","1998","948"
"TJK","","TOTAL","FEMALE","1999","866"
"TJK","","TOTAL","FEMALE","2000","753"
"TJK","","TOTAL","FEMALE","2001","865"
"TJK","","TOTAL","FEMALE","2002","749"
"TJK","","TOTAL","FEMALE","2003","685"
"TJK","","TOTAL","FEMALE","2004","519"
"TJK","","TOTAL","FEMALE","2005","549"
"TKM","","TOTAL","FEMALE","1981","973"
"TKM","","TOTAL","FEMALE","1982","897"
"TKM","","TOTAL","FEMALE","1985","1208"
"TKM","","TOTAL","FEMALE","1986","1307"
"TKM","","TOTAL","FEMALE","1987","1273"
"TKM","","TOTAL","FEMALE","1988","1480"
"TKM","","TOTAL","FEMALE","1989","1317"
"TKM","","TOTAL","FEMALE","1990","1090"
"TKM","","TOTAL","FEMALE","1991","1133"
"TKM","","TOTAL","FEMALE","1992","990"
"TKM","","TOTAL","FEMALE","1993","1284"
"TKM","","TOTAL","FEMALE","1994","1329"
"TKM","","TOTAL","FEMALE","1995","1322"
"TKM","","TOTAL","FEMALE","1996","1143"
"TKM","","TOTAL","FEMALE","1997","945"
"TKM","","TOTAL","FEMALE","1998","842"
"TKM","","TOTAL","FEMALE","1999","574"
"TKM","","TOTAL","FEMALE","2000","517"
"TKM","","TOTAL","FEMALE","2001","469"
"TKM","","TOTAL","FEMALE","2002","397"
"TKM","","TOTAL","FEMALE","2003","304"
"TKM","","TOTAL","FEMALE","2004","317"
"TKM","","TOTAL","FEMALE","2005","303"
"TKM","","TOTAL","FEMALE","2006","247"
"TKM","","TOTAL","FEMALE","2007","283"
"TKM","","TOTAL","FEMALE","2008","317"
"TKM","","TOTAL","FEMALE","2009","356"
"TKM","","TOTAL","FEMALE","2010","352"
"TKM","","TOTAL","FEMALE","2011","319"
"TKM","","TOTAL","FEMALE","2012","239"
"TKM","","TOTAL","FEMALE","2013","237"
"TUR","","TOTAL","FEMALE","2009","1976"
"TUR","","TOTAL","FEMALE","2010","2187"
"TUR","","TOTAL","FEMALE","2011","2304"
"TUR","","TOTAL","FEMALE","2012","2647"
"TUR","","TOTAL","FEMALE","2013","2908"
"TUR","","TOTAL","FEMALE","2014","3176"
"TUR","","TOTAL","FEMALE","2015","4021"
"TUR","","TOTAL","FEMALE","2016","4130"
"UKR","","TOTAL","FEMALE","1981","2169"
"UKR","","TOTAL","FEMALE","1982","2078"
"UKR","","TOTAL","FEMALE","1985","1937"
"UKR","","TOTAL","FEMALE","1986","1642"
"UKR","","TOTAL","FEMALE","1987","1663"
"UKR","","TOTAL","FEMALE","1988","1703"
"UKR","","TOTAL","FEMALE","1989","1484"
"UKR","","TOTAL","FEMALE","1990","1357"
"UKR","","TOTAL","FEMALE","1991","1382"
"UKR","","TOTAL","FEMALE","1992","1472"
"UKR","","TOTAL","FEMALE","1993","1570"
"UKR","","TOTAL","FEMALE","1994","1683"
"UKR","","TOTAL","FEMALE","1995","1982"
"UKR","","TOTAL","FEMALE","1996","1846"
"UKR","","TOTAL","FEMALE","1997","1717"
"UKR","","TOTAL","FEMALE","1998","1570"
"UKR","","TOTAL","FEMALE","1999","1811"
"UKR","","TOTAL","FEMALE","2000","1886"
"UKR","","TOTAL","FEMALE","2001","1991"
"UKR","","TOTAL","FEMALE","2002","2051"
"UKR","","TOTAL","FEMALE","2003","2163"
"UKR","","TOTAL","FEMALE","2004","2298"
"UKR","","TOTAL","FEMALE","2005","3530"
"UKR","","TOTAL","FEMALE","2006","3555"
"UKR","","TOTAL","FEMALE","2007","3858"
"UKR","","TOTAL","FEMALE","2008","4041"
"UKR","","TOTAL","FEMALE","2009","3598"
"UKR","","TOTAL","FEMALE","2010","3606"
"UKR","","TOTAL","FEMALE","2011","3468"
"UKR","","TOTAL","FEMALE","2012","3696"
"UKR","","TOTAL","FEMALE","2014","2969"
"UKR","","TOTAL","FEMALE","2015","2682"
"UKR","","TOTAL","FEMALE","2017","2516"
"UZB","","TOTAL","FEMALE","1981","3445"
"UZB","","TOTAL","FEMALE","1982","4135"
"UZB","","TOTAL","FEMALE","1985","5287"
"UZB","","TOTAL","FEMALE","1986","6141"
"UZB","","TOTAL","FEMALE","1987","6324"
"UZB","","TOTAL","FEMALE","1988","5731"
"UZB","","TOTAL","FEMALE","1989","4074"
"UZB","","TOTAL","FEMALE","1990","3332"
"UZB","","TOTAL","FEMALE","1991","3357"
"UZB","","TOTAL","FEMALE","1992","3742"
"UZB","","TOTAL","FEMALE","1993","3712"
"UZB","","TOTAL","FEMALE","1994","3560"
"UZB","","TOTAL","FEMALE","1995","3206"
"UZB","","TOTAL","FEMALE","1996","2711"
"UZB","","TOTAL","FEMALE","1997","2446"
"UZB","","TOTAL","FEMALE","1998","2170"
"UZB","","TOTAL","FEMALE","1999","1843"
"UZB","","TOTAL","FEMALE","2000","1839"
"UZB","","TOTAL","FEMALE","2001","1766"
"UZB","","TOTAL","FEMALE","2002","1777"
"UZB","","TOTAL","FEMALE","2003","1589"
"UZB","","TOTAL","FEMALE","2004","1381"
"UZB","","TOTAL","FEMALE","2005","1383"
"UZB","","TOTAL","FEMALE","2009","1193"
"UZB","","TOTAL","FEMALE","2010","1163"
"UZB","","TOTAL","FEMALE","2011","1021"
"UZB","","TOTAL","FEMALE","2012","1029"
"UZB","","TOTAL","FEMALE","2013","1056"
"UZB","","TOTAL","FEMALE","2014","1066"
"UZB","","TOTAL","FEMALE","2015","1131"
"UZB","","TOTAL","FEMALE","2016","1039"
"ALB","","TOTAL","MALE","1987","194"
"ALB","","TOTAL","MALE","1988","164"
"ALB","","TOTAL","MALE","1989","236"
"ALB","","TOTAL","MALE","1992","128"
"ALB","","TOTAL","MALE","1993","207"
"ALB","","TOTAL","MALE","1994","184"
"ALB","","TOTAL","MALE","1995","85"
"ALB","","TOTAL","MALE","1996","83"
"ALB","","TOTAL","MALE","1997","64"
"ALB","","TOTAL","MALE","1998","63"
"ALB","","TOTAL","MALE","1999","43"
"ALB","","TOTAL","MALE","2000","43"
"ALB","","TOTAL","MALE","2001","59"
"ALB","","TOTAL","MALE","2002","60"
"ALB","","TOTAL","MALE","2003","62"
"ALB","","TOTAL","MALE","2004","64"
"ALB","","TOTAL","MALE","2005","41"
"ALB","","TOTAL","MALE","2006","56"
"ALB","","TOTAL","MALE","2007","42"
"ALB","","TOTAL","MALE","2008","38"
"ALB","","TOTAL","MALE","2009","18"
"AND","","TOTAL","MALE","2011","0"
"AND","","TOTAL","MALE","2012","1"
"AND","","TOTAL","MALE","2013","4"
"AND","","TOTAL","MALE","2014","0"
"AND","","TOTAL","MALE","2015","5"
"ARM","","TOTAL","MALE","1981","290"
"ARM","","TOTAL","MALE","1982","240"
"ARM","","TOTAL","MALE","1985","308"
"ARM","","TOTAL","MALE","1986","291"
"ARM","","TOTAL","MALE","1987","336"
"ARM","","TOTAL","MALE","1988","251"
"ARM","","TOTAL","MALE","1989","280"
"ARM","","TOTAL","MALE","1990","291"
"ARM","","TOTAL","MALE","1991","283"
"ARM","","TOTAL","MALE","1992","333"
"ARM","","TOTAL","MALE","1993","249"
"ARM","","TOTAL","MALE","1994","227"
"ARM","","TOTAL","MALE","1995","234"
"ARM","","TOTAL","MALE","1996","219"
"ARM","","TOTAL","MALE","1997","230"
"ARM","","TOTAL","MALE","1998","221"
"ARM","","TOTAL","MALE","1999","220"
"ARM","","TOTAL","MALE","2000","215"
"ARM","","TOTAL","MALE","2001","187"
"ARM","","TOTAL","MALE","2002","198"
"ARM","","TOTAL","MALE","2003","187"
"ARM","","TOTAL","MALE","2006","209"
"ARM","","TOTAL","MALE","2007","195"
"ARM","","TOTAL","MALE","2008","221"
"ARM","","TOTAL","MALE","2009","214"
"ARM","","TOTAL","MALE","2010","230"
"ARM","","TOTAL","MALE","2011","190"
"ARM","","TOTAL","MALE","2012","230"
"ARM","","TOTAL","MALE","2013","175"
"ARM","","TOTAL","MALE","2014","201"
"ARM","","TOTAL","MALE","2015","223"
"ARM","","TOTAL","MALE","2016","175"
"AUT","","TOTAL","MALE","1969","927"
"AUT","","TOTAL","MALE","1970","783"
"AUT","","TOTAL","MALE","1971","794"
"AUT","","TOTAL","MALE","1972","704"
"AUT","","TOTAL","MALE","1973","617"
"AUT","","TOTAL","MALE","1974","526"
"AUT","","TOTAL","MALE","1975","492"
"AUT","","TOTAL","MALE","1976","442"
"AUT","","TOTAL","MALE","1977","440"
"AUT","","TOTAL","MALE","1978","378"
"AUT","","TOTAL","MALE","1979","387"
"AUT","","TOTAL","MALE","1980","382"
"AUT","","TOTAL","MALE","1981","339"
"AUT","","TOTAL","MALE","1982","297"
"AUT","","TOTAL","MALE","1983","289"
"AUT","","TOTAL","MALE","1984","251"
"AUT","","TOTAL","MALE","1985","262"
"AUT","","TOTAL","MALE","1986","217"
"AUT","","TOTAL","MALE","1987","193"
"AUT","","TOTAL","MALE","1988","205"
"AUT","","TOTAL","MALE","1989","209"
"AUT","","TOTAL","MALE","1990","190"
"AUT","","TOTAL","MALE","1991","164"
"AUT","","TOTAL","MALE","1992","163"
"AUT","","TOTAL","MALE","1993","131"
"AUT","","TOTAL","MALE","1994","127"
"AUT","","TOTAL","MALE","1995","101"
"AUT","","TOTAL","MALE","1996","101"
"AUT","","TOTAL","MALE","1997","121"
"AUT","","TOTAL","MALE","1998","145"
"AUT","","TOTAL","MALE","1999","201"
"AUT","","TOTAL","MALE","2000","168"
"AUT","","TOTAL","MALE","2001","158"
"AUT","","TOTAL","MALE","2002","267"
"AUT","","TOTAL","MALE","2003","292"
"AUT","","TOTAL","MALE","2004","264"
"AUT","","TOTAL","MALE","2005","343"
"AUT","","TOTAL","MALE","2006","262"
"AUT","","TOTAL","MALE","2007","273"
"AUT","","TOTAL","MALE","2008","310"
"AUT","","TOTAL","MALE","2009","326"
"AUT","","TOTAL","MALE","2010","300"
"AUT","","TOTAL","MALE","2011","322"
"AUT","","TOTAL","MALE","2012","329"
"AUT","","TOTAL","MALE","2013","366"
"AUT","","TOTAL","MALE","2014","364"
"AUT","","TOTAL","MALE","2015","408"
"AUT","","TOTAL","MALE","2016","398"
"AUT","","TOTAL","MALE","2017","404"
"AZE","","TOTAL","MALE","1981","1470"
"AZE","","TOTAL","MALE","1982","1297"
"AZE","","TOTAL","MALE","1985","1336"
"AZE","","TOTAL","MALE","1986","1320"
"AZE","","TOTAL","MALE","1987","1354"
"AZE","","TOTAL","MALE","1988","1122"
"AZE","","TOTAL","MALE","1989","1322"
"AZE","","TOTAL","MALE","1990","1170"
"AZE","","TOTAL","MALE","1991","924"
"AZE","","TOTAL","MALE","1992","1057"
